Title,Developer(s),Producer(s),Designer(s),Info
Pikmin 2,Nintendo EAD,"Shigeru Miyamoto
Takashi Tezuka",Hiroaki Takenaka,"The game received critical acclaim, gaining aggregate scores of 89.60% and 90 on GameRankings and Metacritic, respectively. Many critics praised the additions to the Pikmin gameplay, such as the removal of the 30-day time limit imposed in the original game. Pikmin and Pikmin 2 were re-released as part of the New Play Control! series for the Wii in 2008 and 2009, respectively. On March 30, 2017, the Wii version of Pikmin 2 was digitally re-released worldwide for the Wii U. A sequel to the game, Pikmin 3, was released in 2013 for the Wii U."
