Title,Developer(s),Producer(s),Designer(s),Info
Tinykin,Splashteam,Natalene Darfeuille,Romain Claude,"The game received favourable reviews according to OpenCritic. The game was a success and being a honorable mention for Excellence in Audio, Design and the Seumas McNally Grand Prize by Independent Games Festival.[6]"
