Title,Developer(s),Producer(s),Designer(s),Info
Age of Empires II: Definitive Edition,Forgotten Empires,Todd Masten,-,"Age of Empires II: Definitive Edition is a 2019 real-time strategy video game developed by Forgotten Empires and published by Xbox Game Studios. It is a remaster of the 1999 game Age of Empires II: The Age of Kings, celebrating the 20th anniversary of the original. It features significantly improved visuals, supports 4K resolution, and includes all previous expansions from the original and HD Edition. In addition, it includes The Last Khans, an expansion that adds four new civilizations based on Central Asia and Eastern Europe, as well as four new campaigns. The game was released for Windows on November 14, 2019. It was also released for Xbox One and Xbox Series X/S on January 31, 2023."
